Location,Date,SO2,CO,O3,NO2,PM10,PM25
울산,2015-07-02,0.013,0.497,0.038,0.026,48.061,26.949
울산,2015-07-03,0.011,0.582,0.055,0.024,63.211,41.553
울산,2015-07-04,0.006,0.305,0.036,0.012,31,14.333
울산,2015-07-05,0.007,0.311,0.036,0.011,29.85,15
울산,2015-07-06,0.006,0.307,0.025,0.015,28.657,15.269
울산,2015-07-07,0.008,0.326,0.021,0.018,22.862,12.468
울산,2015-07-08,0.007,0.48,0.028,0.022,19.624,9.847
울산,2015-07-09,0.006,0.413,0.032,0.016,16.058,7.214
울산,2015-07-10,0.006,0.309,0.025,0.01,20.231,7.625
울산,2015-07-11,0.014,0.506,0.017,0.02,38.234,19.568
울산,2015-07-12,0.016,0.486,0.009,0.012,32.786,14.241
울산,2015-07-13,0.005,0.404,0.038,0.011,42.817,22.2
울산,2015-07-14,0.01,0.7,0.052,0.024,103.504,70.381
울산,2015-07-15,0.009,0.53,0.04,0.018,76.345,47.58
울산,2015-07-16,0.009,0.215,0.024,0.009,27.225,7.647
울산,2015-07-17,0.006,0.28,0.025,0.011,24,7.437
울산,2015-07-18,0.013,0.432,0.025,0.024,38.446,18.554
울산,2015-07-19,0.006,0.473,0.02,0.018,35.635,19.719
울산,2015-07-20,0.004,0.753,0.008,0.021,33.558,16.338
울산,2015-07-21,0.013,0.69,0.017,0.03,37.867,22.072
울산,2015-07-22,0.019,0.528,0.013,0.03,50.657,28.925
울산,2015-07-23,0.006,0.368,0.013,0.018,32.778,14.264
울산,2015-07-24,0.004,0.387,0.013,0.013,33.871,12.329
울산,2015-07-25,0.004,0.263,0.018,0.01,31.104,11.343
울산,2015-07-26,0.009,0.337,0.015,0.014,34.819,13.694
울산,2015-07-27,0.006,0.369,0.021,0.02,38.82,16.787
울산,2015-07-28,0.009,0.502,0.024,0.028,45.98,25.26
울산,2015-07-29,0.014,0.569,0.033,0.028,61.486,39.3
울산,2015-07-30,0.017,0.574,0.043,0.026,71.778,47.5
울산,2015-07-31,0.018,0.562,0.038,0.03,67.375,43.109
울산,2015-08-01,0.013,0.534,0.051,0.023,59.183,40.183
울산,2015-08-02,0.014,0.463,0.032,0.021,42.897,27.103
울산,2015-08-03,0.01,0.408,0.027,0.019,38.53,23.712
울산,2015-08-04,0.01,0.352,0.028,0.018,31.516,17.032
울산,2015-08-05,0.014,0.411,0.029,0.021,46.818,29.636
울산,2015-08-06,0.012,0.557,0.039,0.025,55.214,36.625
울산,2015-08-07,0.012,0.461,0.025,0.019,47.981,31.167
울산,2015-08-08,0.007,0.398,0.025,0.015,38.636,23.023
울산,2015-08-09,0.015,0.439,0.045,0.02,48,30.182
울산,2015-08-10,0.01,0.391,0.053,0.023,40.596,25.737
울산,2015-08-11,0.006,0.422,0.039,0.028,42.889,28.111
울산,2015-08-12,0.003,0.342,0.024,0.016,18.438,9.062
울산,2015-08-13,0.006,0.397,0.036,0.014,21.4,11.32
울산,2015-08-14,0.008,0.501,0.048,0.017,44.6,30.578
울산,2015-08-15,0.009,0.564,0.052,0.015,53.23,38.563
울산,2015-08-16,0.004,0.461,0.043,0.01,37.833,26.067
울산,2015-08-17,0.003,0.383,0.037,0.009,19.146,9.305
울산,2015-08-18,0.004,0.365,0.029,0.008,21.209,10.512
울산,2015-08-19,0.003,0.341,0.028,0.011,22.057,9.253
울산,2015-08-20,0.003,0.379,0.019,0.018,23.83,11.936
울산,2015-08-21,0.004,0.455,0.027,0.019,20.639,10.422
울산,2015-08-22,0.009,0.496,0.034,0.022,39.323,23.247
울산,2015-08-23,0.007,0.487,0.046,0.012,47.478,32.207
울산,2015-08-24,0.003,0.337,0.034,0.008,22.67,10.088
울산,2015-08-25,0.004,0.31,0.038,0.005,19.206,6.063
울산,2015-08-26,0.005,0.314,0.021,0.015,20.658,7.975
울산,2015-08-27,0.009,0.409,0.029,0.018,32.759,17.885
울산,2015-08-28,0.009,0.534,0.035,0.021,47.229,31.627
울산,2015-08-29,0.008,0.564,0.04,0.022,57.386,42.349
울산,2015-08-30,0.007,0.642,0.045,0.015,56.056,42.775
울산,2015-08-31,0.003,0.502,0.044,0.011,36.362,25.7
울산,2015-09-01,0.008,0.468,0.038,0.012,16.896,9.091
울산,2015-09-02,0.008,0.47,0.033,0.014,24.989,12.54
울산,2015-09-03,0.006,0.57,0.034,0.022,37.165,21.978
울산,2015-09-04,0.005,0.508,0.033,0.016,35.165,20.22
울산,2015-09-05,0.005,0.487,0.031,0.013,29.032,14.022
울산,2015-09-06,0.009,0.442,0.044,0.01,20.593,12.035
울산,2015-09-07,0.009,0.351,0.03,0.011,22.691,8.882
울산,2015-09-08,0.01,0.359,0.033,0.011,23.899,8.652
울산,2015-09-09,0.008,0.35,0.035,0.011,27.573,9.354
울산,2015-09-10,0.005,0.388,0.029,0.015,28.045,10.551
울산,2015-09-11,0.009,0.484,0.042,0.024,47.766,27.489
울산,2015-09-12,0.005,0.556,0.023,0.021,39.297,25.582
울산,2015-09-13,0.004,0.391,0.034,0.014,26.648,14.523
울산,2015-09-14,0.006,0.404,0.032,0.017,27.352,11.56
울산,2015-09-15,0.012,0.358,0.027,0.015,22.5,5.384
울산,2015-09-16,0.008,0.381,0.029,0.012,22.645,5.763
울산,2015-09-17,0.004,0.451,0.028,0.011,15.2,6.741
울산,2015-09-18,0.008,0.408,0.029,0.011,23.698,9.344
울산,2015-09-19,0.005,0.416,0.026,0.013,28.01,12.469
울산,2015-09-20,0.007,0.426,0.029,0.015,31.853,18.547
울산,2015-09-21,0.006,0.381,0.024,0.014,26.929,14
울산,2015-09-22,0.004,0.377,0.026,0.012,19.031,7.531
울산,2015-09-23,0.006,0.472,0.014,0.024,29.366,14.535
울산,2015-09-24,0.009,0.413,0.035,0.016,22.859,13.099
울산,2015-09-25,0.006,0.481,0.033,0.012,23.351,13.807
울산,2015-09-26,0.005,0.492,0.036,0.009,27.104,19.26
울산,2015-09-27,0.003,0.483,0.029,0.009,29.354,21.846
울산,2015-09-28,0.003,0.481,0.037,0.01,30.925,19.791
울산,2015-09-29,0.003,0.413,0.036,0.008,28.254,14.775
울산,2015-09-30,0.003,0.366,0.03,0.012,20.861,8.443
인천,2015-07-01,0.005,0.389,0.045,0.011,39.14,20.825
인천,2015-07-02,0.006,0.504,0.055,0.013,58.232,35.58
인천,2015-07-03,0.005,0.361,0.039,0.015,34.514,16.542
인천,2015-07-04,0.007,0.344,0.046,0.017,35.208,15.389
인천,2015-07-05,0.008,0.356,0.042,0.012,30.803,14.31
인천,2015-07-06,0.005,0.336,0.04,0.015,25.439,10.636
인천,2015-07-07,0.006,0.371,0.04,0.027,41.236,20.014
인천,2015-07-08,0.005,0.368,0.034,0.014,15.514,8.541
인천,2015-07-09,0.005,0.335,0.031,0.015,13.255,6.686
인천,2015-07-10,0.005,0.419,0.034,0.023,25.868,16.397
인천,2015-07-11,0.006,0.421,0.034,0.023,36.299,25.716
인천,2015-07-12,0.005,0.288,0.011,0.009,14.712,8.773
인천,2015-07-13,0.005,0.449,0.04,0.011,40.273,23.127
인천,2015-07-14,0.006,0.583,0.049,0.018,62.538,41.662
인천,2015-07-15,0.007,0.581,0.036,0.023,66.044,42.691
인천,2015-07-16,0.005,0.324,0.026,0.013,15.076,7.5
인천,2015-07-17,0.005,0.296,0.028,0.017,15.25,8.162
인천,2015-07-18,0.005,0.349,0.027,0.016,24.571,15.508
인천,2015-07-19,0.005,0.402,0.029,0.015,30.833,19.283
인천,2015-07-20,0.005,0.429,0.014,0.022,31.429,21.75
인천,2015-07-21,0.005,0.268,0.02,0.011,23.511,16
인천,2015-07-22,0.006,0.343,0.018,0.017,26.815,17.154
인천,2015-07-23,0.006,0.296,0.025,0.019,34.809,21.298
인천,2015-07-24,0.005,0.25,0.017,0.016,18.705,7.818
인천,2015-07-25,0.005,0.26,0.018,0.011,27.938,12.604
인천,2015-07-26,0.005,0.187,0.013,0.009,23.938,9.625
인천,2015-07-27,0.005,0.213,0.011,0.012,29.327,15.527
인천,2015-07-28,0.006,0.261,0.022,0.014,26.758,17.645
인천,2015-07-29,0.006,0.355,0.034,0.018,42.881,28.418
인천,2015-07-30,0.007,0.379,0.046,0.015,75.765,52.485
인천,2015-07-31,0.006,0.372,0.041,0.015,60.769,40.4
인천,2015-08-01,0.005,0.289,0.043,0.01,52.89,4425.593
인천,2015-08-02,0.005,0.266,0.037,0.008,35.012,9320.198
인천,2015-08-03,0.004,0.249,0.027,0.008,33.859,3276.261
인천,2015-08-04,0.004,0.258,0.029,0.009,36.051,4055.828
인천,2015-08-05,0.006,0.275,0.031,0.013,38.967,2460.309
인천,2015-08-06,0.005,0.319,0.018,0.014,33.932,19.167
인천,2015-08-07,0.004,0.344,0.028,0.015,38.903,3054.273
인천,2015-08-08,0.005,0.401,0.019,0.019,37.442,3658.879
인천,2015-08-09,0.004,0.273,0.023,0.007,19.541,2232.63
인천,2015-08-10,0.004,0.381,0.027,0.011,38.625,19.835
인천,2015-08-11,0.007,0.655,0.038,0.018,82.195,47.585
인천,2015-08-12,0.005,0.522,0.043,0.013,64.429,39.031
인천,2015-08-13,0.005,0.486,0.037,0.015,51.363,27.94
인천,2015-08-14,0.005,0.48,0.044,0.014,43.553,23.837
인천,2015-08-15,0.006,0.657,0.048,0.014,78.72,48.134
인천,2015-08-16,0.005,0.625,0.043,0.014,82.771,51.994
인천,2015-08-17,0.004,0.436,0.037,0.014,30.611,1251.525
인천,2015-08-18,0.005,0.416,0.046,0.016,32.733,638.516
인천,2015-08-19,0.007,0.544,0.041,0.027,53.215,612.994
인천,2015-08-20,0.007,0.487,0.041,0.02,45.678,1782.199
인천,2015-08-21,0.005,0.441,0.032,0.016,29.904,577.888
인천,2015-08-22,0.006,0.535,0.045,0.015,44.781,25.262
인천,2015-08-23,0.005,0.522,0.046,0.012,45.762,1275.05
인천,2015-08-24,0.004,0.525,0.033,0.015,39.272,653.791
인천,2015-08-25,0.004,0.335,0.021,0.009,13.331,1544.277
인천,2015-08-26,0.005,0.368,0.026,0.013,15.434,1322.125
인천,2015-08-27,0.005,0.428,0.04,0.014,27.807,581.631
인천,2015-08-28,0.007,0.478,0.033,0.026,33.559,1783.559
인천,2015-08-29,0.006,0.457,0.043,0.021,36.755,19.505
인천,2015-08-30,0.005,0.478,0.042,0.014,40.95,2802.406
인천,2015-08-31,0.004,0.536,0.036,0.022,44.888,1208.805
인천,2015-09-01,0.003,0.482,0.037,0.015,35,2101.472
인천,2015-09-02,0.004,0.457,0.039,0.015,31.588,4428.279
인천,2015-09-03,0.004,0.485,0.04,0.014,29.426,4667.76
인천,2015-09-04,0.005,0.516,0.043,0.015,42.074,761.778
인천,2015-09-05,0.004,0.504,0.031,0.019,38.725,21.543
인천,2015-09-06,0.003,0.379,0.033,0.008,21.78,1524.727
인천,2015-09-07,0.003,0.364,0.028,0.019,21.163,10.185
인천,2015-09-08,0.003,0.324,0.026,0.017,21.134,5163.701
인천,2015-09-09,0.003,0.294,0.031,0.012,26.57,1085.753
인천,2015-09-10,0.004,0.386,0.031,0.013,37.576,14.011
인천,2015-09-11,0.004,0.477,0.026,0.016,44.735,1228.735
인천,2015-09-12,0.004,0.384,0.028,0.015,29.26,12.917
인천,2015-09-13,0.004,0.392,0.038,0.012,30.347,11.604
인천,2015-09-14,0.005,0.457,0.04,0.022,44.026,17.709
인천,2015-09-15,0.004,0.483,0.035,0.026,38.484,797.953
인천,2015-09-16,0.004,0.398,0.027,0.023,27.597,11.113
인천,2015-09-17,0.003,0.362,0.027,0.016,22.631,9.533
인천,2015-09-18,0.004,0.407,0.028,0.02,25.236,12.789
인천,2015-09-19,0.005,0.504,0.032,0.018,41.42,782.649
인천,2015-09-20,0.005,0.603,0.038,0.016,52.007,31.483
인천,2015-09-21,0.006,0.618,0.03,0.027,50.103,2413.183
인천,2015-09-22,0.005,0.618,0.042,0.029,50.606,1490.219
인천,2015-09-23,0.005,0.647,0.032,0.034,62.423,38.211
인천,2015-09-24,0.005,0.526,0.033,0.024,52.574,736.915
인천,2015-09-25,0.005,0.565,0.041,0.023,55.063,28.831
인천,2015-09-26,0.004,0.573,0.044,0.012,58.133,29.37
인천,2015-09-27,0.005,0.408,0.04,0.013,42.517,14.147
인천,2015-09-28,0.004,0.457,0.038,0.015,43.921,16.264
인천,2015-09-29,0.004,0.351,0.034,0.01,32.071,11.825
인천,2015-09-30,0.004,0.377,0.028,0.019,28.605,10.085
전남,2015-07-01,0.003,0.326,0.035,0.008,25.526,16.211
전남,2015-07-02,0.005,0.449,0.036,0.012,40.444,26.291
전남,2015-07-03,0.003,0.333,0.037,0.009,41.983,26.218
전남,2015-07-04,0.005,0.309,0.034,0.012,31.317,19.442
전남,2015-07-05,0.005,0.362,0.034,0.011,39.05,26.697
전남,2015-07-06,0.005,0.362,0.027,0.016,41.472,28.575
전남,2015-07-07,0.004,0.321,0.027,0.012,30.067,20.529
전남,2015-07-08,0.003,0.292,0.014,0.011,10.126,6.207
전남,2015-07-09,0.003,0.299,0.02,0.008,12.124,7.598
전남,2015-07-10,0.004,0.324,0.024,0.01,21.876,14.506
전남,2015-07-11,0.005,0.366,0.018,0.011,26.044,17.044
전남,2015-07-12,0.004,0.298,0.017,0.006,14.468,7.298
전남,2015-07-13,0.004,0.343,0.037,0.007,31.442,21.305
전남,2015-07-14,0.005,0.442,0.041,0.011,78.933,51.458
전남,2015-07-15,0.004,0.436,0.039,0.012,69.539,48.374
전남,2015-07-16,0.003,0.347,0.038,0.01,43.891,27.218
전남,2015-07-17,0.004,0.338,0.034,0.011,30.807,16.597
전남,2015-07-18,0.005,0.334,0.04,0.01,35.77,21.15
전남,2015-07-19,0.004,0.353,0.039,0.009,36.125,24.808
전남,2015-07-20,0.003,0.332,0.022,0.01,34.966,24.084
전남,2015-07-21,0.004,0.32,0.016,0.014,28.398,18.31
전남,2015-07-22,0.004,0.336,0.019,0.01,27.261,17.087
전남,2015-07-23,0.002,0.192,0.017,0.008,28.942,14.192
전남,2015-07-24,0.002,0.189,0.017,0.008,37.688,14.862
전남,2015-07-25,0.003,0.197,0.016,0.006,24.758,10.342
전남,2015-07-26,0.005,0.363,0.019,0.008,26.9,11.9
전남,2015-07-27,0.003,0.232,0.015,0.007,33.569,15.528
전남,2015-07-28,0.002,0.248,0.032,0.005,38.865,22.308
전남,2015-07-29,0.003,0.332,0.042,0.006,55.87,38.101
전남,2015-07-30,0.004,0.451,0.043,0.009,61.93,41.282
전남,2015-07-31,0.004,0.336,0.037,0.008,53.583,33.792
전남,2015-08-01,0.003,0.306,0.033,0.007,41.549,27.423
전남,2015-08-02,0.003,0.267,0.028,0.005,31.389,20.931
전남,2015-08-03,0.003,0.256,0.023,0.005,26.324,16.225
전남,2015-08-04,0.003,0.237,0.022,0.004,26.243,16.886
전남,2015-08-05,0.004,0.319,0.022,0.007,39.222,26.167
전남,2015-08-06,0.005,0.333,0.023,0.01,40.8,27.486
전남,2015-08-07,0.005,0.386,0.027,0.011,45.833,34.097
전남,2015-08-08,0.004,0.301,0.033,0.009,42.194,30.153
전남,2015-08-09,0.005,0.388,0.033,0.009,40.222,30.042
전남,2015-08-10,0.006,0.368,0.032,0.012,33.111,21.194
전남,2015-08-11,0.005,0.381,0.021,0.014,31.781,21.172
전남,2015-08-12,0.004,0.178,0.031,0.007,20.523,15
전남,2015-08-13,0.006,0.366,0.029,0.012,34.886,22.6
전남,2015-08-14,0.006,0.422,0.035,0.012,46.569,29.972
전남,2015-08-15,0.005,0.46,0.035,0.011,52.181,36.806
전남,2015-08-16,0.005,0.414,0.037,0.008,46.667,34.917
전남,2015-08-17,0.005,0.303,0.037,0.009,37.828,26.569
전남,2015-08-18,0.004,0.2,0.033,0.009,38.477,26.136
전남,2015-08-19,0.005,0.148,0.027,0.011,27.667,18.958
전남,2015-08-20,0.004,0.163,0.022,0.013,28.604,20.812
전남,2015-08-21,0.003,0.156,0.033,0.008,15.719,11.386
전남,2015-08-22,0.005,0.224,0.024,0.012,34.972,22.736
전남,2015-08-23,0.005,0.26,0.029,0.01,58.444,41.319
전남,2015-08-24,0.004,0.209,0.026,0.008,42.453,29.377
전남,2015-08-25,0.002,0.204,0.023,0.008,9.167,4.91
전남,2015-08-26,0.003,0.224,0.022,0.011,17.839,6.086
전남,2015-08-27,0.002,0.288,0.021,0.012,19.277,10.266
전남,2015-08-28,0.002,0.381,0.03,0.011,31.178,23.867
전남,2015-08-29,0.006,0.52,0.029,0.015,32,26.542
전남,2015-08-30,0.009,0.723,0.035,0.018,46.803,40.845
전남,2015-08-31,0.004,0.462,0.037,0.013,43.292,38.611
전남,2015-09-01,0.003,0.317,0.03,0.014,17.68,13.867
전남,2015-09-02,0.004,0.369,0.029,0.013,21.447,13.128
전남,2015-09-03,0.002,0.32,0.04,0.011,24.022,17.876
전남,2015-09-04,0.003,0.333,0.045,0.013,23.693,17.52
전남,2015-09-05,0.003,0.378,0.039,0.011,23.444,17.756
전남,2015-09-06,0.002,0.344,0.047,0.007,14.271,7.625
전남,2015-09-07,0.002,0.275,0.036,0.01,16.887,10.038
전남,2015-09-08,0.002,0.231,0.037,0.009,16.686,8.721
전남,2015-09-09,0.002,0.263,0.033,0.013,17.527,10.505
전남,2015-09-10,0.003,0.294,0.04,0.013,23.417,13.781
전남,2015-09-11,0.002,0.32,0.038,0.014,28.109,18.38
전남,2015-09-12,0.002,0.305,0.036,0.01,18.376,12.978
전남,2015-09-13,0.002,0.274,0.04,0.01,18.927,11.385
전남,2015-09-14,0.003,0.301,0.038,0.015,21.705,13.874
전남,2015-09-15,0.002,0.273,0.038,0.011,18.611,11.467
전남,2015-09-16,0.002,0.259,0.032,0.011,21.211,11.968
전남,2015-09-17,0.002,0.263,0.029,0.01,14.989,10.33
전남,2015-09-18,0.003,0.29,0.032,0.012,17.641,10.359
전남,2015-09-19,0.003,0.318,0.033,0.013,25.695,18.716
전남,2015-09-20,0.003,0.355,0.04,0.011,31.896,25.708
전남,2015-09-21,0.003,0.366,0.039,0.014,40.417,31.33
전남,2015-09-22,0.004,0.353,0.027,0.016,31.712,22.221
전남,2015-09-23,0.003,0.23,0.02,0.013,20.716,16.704
전남,2015-09-24,0.003,0.21,0.03,0.008,14.128,10.904
전남,2015-09-25,0.003,0.252,0.025,0.01,17.935,13.813
전남,2015-09-26,0.004,0.388,0.034,0.011,31.826,24.326
전남,2015-09-27,0.004,0.403,0.039,0.011,36.215,28.604
전남,2015-09-28,0.004,0.36,0.039,0.011,34.049,23.694
전남,2015-09-29,0.004,0.341,0.043,0.01,32.924,20.396
전남,2015-09-30,0.003,0.269,0.029,0.009,18.083,10.306
전북,2015-07-01,0.01,0.217,0.041,0.012,34,26
전북,2015-07-02,0.004,0.291,0.047,0.011,52.087,42.565
전북,2015-07-03,0.01,0.221,0.046,0.016,48.417,40.542
전북,2015-07-04,0.004,0.113,0.042,0.01,22.708,16.083
전북,2015-07-05,0.005,0.113,0.036,0.009,26.083,18.875
전북,2015-07-06,0.004,0.143,0.036,0.013,27.174,24.652
전북,2015-07-07,0.003,0.3,0.024,0.016,32.417,30.625
전북,2015-07-08,0.002,0.217,0.025,0.009,12.542,5.583
전북,2015-07-09,0.002,0.367,0.021,0.012,11.714,4.857
전북,2015-07-12,0.001,0.1,0.016,0.005,9.773,2.636
전북,2015-07-13,0.002,0.271,0.051,0.006,51.083,33.25
전북,2015-07-14,0.004,0.45,0.062,0.013,113.8,92.7
전북,2015-07-17,0.003,0.417,0.044,0.014,24.917,17.333
전북,2015-07-18,0.003,0.429,0.042,0.009,30.667,25.917
전북,2015-07-19,0.002,0.458,0.037,0.009,42.542,42.833
전북,2015-07-20,0.002,0.446,0.042,0.013,48.125,41.917
전북,2015-07-21,0.003,0.392,0.045,0.013,34.625,35.583
전북,2015-07-22,0.003,0.308,0.033,0.013,31.708,31.333
전북,2015-07-23,0.001,0.261,0.02,0.009,20.348,15.87
전북,2015-07-24,0.001,0.337,0.024,0.007,18.708,11.5
전북,2015-07-25,0.001,0.3,0.021,0.005,23.125,12.333
전북,2015-07-26,0.002,0.287,0.016,0.003,19.125,7.917
전북,2015-07-27,0.002,0.3,0.016,0.008,26.958,14.917
전북,2015-07-28,0.001,0.363,0.031,0.008,21.833,14.75
전북,2015-07-29,0.002,0.413,0.052,0.003,51.792,38.667
전북,2015-07-30,0.001,0.433,0.05,0.001,58.917,45.833
전북,2015-07-31,0.003,0.37,0.039,0.006,44.652,29
전북,2015-08-01,0.002,0.24,0.038,0.005,40.244,26.578
전북,2015-08-02,0.001,0.307,0.036,0.004,34.63,23.074
전북,2015-08-03,0.001,0.3,0.024,0.007,25.792,12.333
전북,2015-08-04,0.001,0.276,0.021,0.006,21.727,9.97
전북,2015-08-05,0.002,0.262,0.023,0.006,26.844,18.133
전북,2015-08-06,0.002,0.277,0.023,0.007,27.915,19.638
전북,2015-08-07,0.004,0.369,0.045,0.011,44.667,32.083
전북,2015-08-08,0.004,0.379,0.036,0.011,49.062,38.521
전북,2015-08-09,0.005,0.269,0.027,0.01,22,17.938
전북,2015-08-10,0.004,0.317,0.025,0.011,27,19.562
전북,2015-08-11,0.002,0.342,0.022,0.013,40.792,31.25
전북,2015-08-12,0.003,0.35,0.041,0.011,34.938,25.938
전북,2015-08-13,0.005,0.413,0.045,0.011,37.851,27.277
전북,2015-08-14,0.003,0.554,0.043,0.01,46.375,33.208
전북,2015-08-15,0.003,0.708,0.048,0.008,70.146,56.646
전북,2015-08-16,0.002,0.648,0.046,0.009,74.625,60.229
전북,2015-08-17,0.003,0.433,0.049,0.011,33.646,26.042
전북,2015-08-18,0.002,0.466,0.033,0.013,39.455,29.068
전북,2015-08-19,0.002,0.432,0.032,0.011,29.809,21.447
전북,2015-08-20,0.002,0.408,0.03,0.01,20.75,15.729
전북,2015-08-21,0.003,0.423,0.042,0.007,18.128,12.489
전북,2015-08-22,0.003,0.513,0.039,0.007,48.956,35.489
전북,2015-08-23,0.004,0.6,0.047,0.007,53.213,40.979
전북,2015-08-24,0.002,0.573,0.033,0.011,45.438,32.833
전북,2015-08-25,0.002,0.412,0.024,0.007,10.951,5.415
전북,2015-08-26,0.004,0.379,0.029,0.008,13.917,7.458
전북,2015-08-27,0.002,0.314,0.035,0.006,20.591,10.682
전북,2015-08-28,0.003,0.303,0.039,0.011,27.914,15.657
전북,2015-08-29,0.002,0.292,0.039,0.01,27.854,17.625
전북,2015-08-30,0.004,0.367,0.048,0.011,38.229,30.917
전북,2015-08-31,0.004,0.492,0.049,0.014,53.125,42.979
전북,2015-09-01,0.002,0.308,0.048,0.01,36,23.292
전북,2015-09-02,0.001,0.3,0.04,0.009,25.167,15.458
전북,2015-09-03,0.001,0.3,0.044,0.008,26.375,16.375
전북,2015-09-04,0.002,0.304,0.048,0.01,32.958,21.333
전북,2015-09-05,0.002,0.342,0.039,0.012,41.792,27.583
전북,2015-09-06,0.001,0.238,0.037,0.008,24.75,13.583
전북,2015-09-07,0.001,0.196,0.038,0.012,20.75,9.542
전북,2015-09-08,0.001,0.2,0.008,0.017,25.667,15.778
전북,2015-09-09,0.002,0.329,0.056,0.015,35.714,18.286
전북,2015-09-10,0.001,0.233,0.041,0.01,26.042,13.792
전북,2015-09-11,0.001,0.304,0.043,0.009,34.958,24.25
전북,2015-09-12,0.002,0.304,0.035,0.012,19.042,14.583
전북,2015-09-13,0.001,0.246,0.036,0.01,19.125,12.667
전북,2015-09-14,0.002,0.296,0.036,0.014,28.708,18.375
전북,2015-09-15,0.001,0.271,0.035,0.013,25.667,17.375
전북,2015-09-16,0.002,0.229,0.03,0.014,23.333,13.708
전북,2015-09-17,0.001,0.246,0.039,0.012,23.583,14.083
전북,2015-09-18,0.001,0.254,0.032,0.012,22.958,16.333
전북,2015-09-19,0.002,0.262,0.05,0.01,29.125,16.833
전북,2015-09-20,0.002,0.383,0.044,0.01,42.917,29.792
전북,2015-09-21,0.002,0.425,0.04,0.014,51.167,35.375
전북,2015-09-22,0.002,0.396,0.043,0.014,56.708,41.125
전북,2015-09-23,0.001,0.379,0.017,0.018,51.292,35.542
전북,2015-09-24,0.002,0.326,0.022,0.015,40.895,26.526
전북,2015-09-25,0.001,0.292,0.029,0.007,34.042,21.458
전북,2015-09-26,0.003,0.508,0.041,0.008,67.125,46.417
전북,2015-09-27,0.001,0.495,0.033,0.007,45.85,28.1
전북,2015-09-28,0.002,0.376,0.038,0.008,49.19,27.333
전북,2015-09-29,0.002,0.323,0.043,0.006,45.091,22.818
전북,2015-09-30,0.001,0.282,0.034,0.004,29.727,17.273
제주,2015-09-04,0,0.22,0.044,0.002,23.4,1
제주,2015-09-05,0,0.223,0.04,0.004,34.818,1.227
제주,2015-09-06,0,0.225,0.042,0.005,30.5,1
제주,2015-09-07,0,0.2,0.037,0.003,31.611,1
제주,2015-09-08,0,0.286,0.048,0.004,32.857,1
제주,2015-09-09,0,0.267,0.047,0.004,27,1
제주,2015-09-10,0,0.253,0.067,0.005,34.933,1
제주,2015-09-11,0,0.3,0.051,0.004,32.647,1.118
제주,2015-09-12,0,0.33,0.052,0.003,41.5,1.1
제주,2015-09-13,0,0.2,0.047,0.003,38.5,1
제주,2015-09-14,0.001,0.254,0.045,0.005,31.308,1
제주,2015-09-15,0,0.2,0.036,0.005,38.625,1
제주,2015-09-16,0,0.2,0.029,0.005,35.929,1
제주,2015-09-17,0,0.247,0.044,0.004,32.947,1.105
제주,2015-09-18,0,0.238,0.037,0.01,29.75,12500.75
제주,2015-09-19,0,0.22,0.053,0.004,30.4,1.067
제주,2015-09-20,0,0.209,0.052,0.004,37.522,1.304
제주,2015-09-21,0,0.283,0.048,0.004,51.826,2.261
제주,2015-09-22,0,0.218,0.037,0.004,37.176,1.353
제주,2015-09-23,0,0.23,0.038,0.004,41.9,1.8
제주,2015-09-24,0,0.207,0.034,0.003,26.571,7143.857
제주,2015-09-25,0,0.257,0.035,0.006,31.857,14286.5
제주,2015-09-26,0,0.371,0.046,0.004,50.905,4763.952
제주,2015-09-27,0,0.361,0.044,0.005,59.043,4350.478
제주,2015-09-28,0,0.235,0.042,0.005,36.87,1.348
제주,2015-09-29,0,0.243,0.043,0.004,53.571,1.476
제주,2015-09-30,0,0.2,0.039,0.003,33.211,36842.632
충남,2015-07-01,0.002,0.308,0.047,0.01,48.083,19.375
충남,2015-07-02,0.003,0.367,0.048,0.013,68.292,29.792
충남,2015-07-03,0.003,0.389,0.045,0.012,87.684,43.368
충남,2015-07-04,0.003,0.255,0.038,0.017,38.864,18.318
충남,2015-07-05,0.003,0.291,0.042,0.012,47.783,21.739
충남,2015-07-06,0.006,0.425,0.039,0.019,59.292,28.625
충남,2015-07-07,0.003,0.277,0.022,0.021,48.227,22.136
충남,2015-07-08,0.002,0.295,0.023,0.013,18.895,10.211
충남,2015-07-09,0.002,0.271,0.023,0.01,15.647,5.176
충남,2015-07-10,0.002,0.265,0.024,0.012,24.348,7.652
충남,2015-07-11,0.002,0.281,0.025,0.01,38.524,10.619
충남,2015-07-12,0.001,0.2,0.013,0.004,13.222,2.556
충남,2015-07-13,0.002,0.436,0.051,0.008,102.636,40.909
충남,2015-07-14,0.003,0.45,0.054,0.015,121.792,49
충남,2015-07-15,0.002,0.45,0.009,0.022,119.6,56.4
충남,2015-07-16,0.002,0.22,0.032,0.011,16.6,5.7
충남,2015-07-17,0.002,0.222,0.026,0.013,14.478,7
충남,2015-07-18,0.002,0.329,0.023,0.017,33.5,21.75
충남,2015-07-19,0.002,0.411,0.026,0.017,34.778,29.5
